,Date,global_id,AdmArea,District,Longitude_WGS84,Latitude_WGS84,Location,Results,geoData,Rank
1712,06.04.2020,1035640595,Новомосковский административный округ,поселение Сосенское,37.453217,55.595293,"деревня Николо-Хованское, дом 101",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.453217, 55.595293]}",0
1713,13.04.2020,1035640596,Новомосковский административный округ,поселение Сосенское,37.453217,55.595293,"деревня Николо-Хованское, дом 101",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.453217, 55.595293]}",0
1714,20.04.2020,1035640597,Новомосковский административный округ,поселение Сосенское,37.453217,55.595293,"деревня Николо-Хованское, дом 101",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.453217, 55.595293]}",0
1715,27.04.2020,1035640600,Новомосковский административный округ,поселение Сосенское,37.453217,55.595293,"деревня Николо-Хованское, дом 101",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.453217, 55.595293]}",0
1716,13.04.2020,1035640601,Новомосковский административный округ,поселение Московский,37.417167,55.619599,"улица Саларьевская, дом 8, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.417167, 55.619599]}",0
1717,04.05.2020,1042936251,Южный административный округ,район Чертаново Южное,37.614123,55.591950,"Россошанская улица, дом 10",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.614123, 55.59195]}",0
1718,13.04.2020,1035640603,Юго-Восточный административный округ,район Некрасовка,37.915732,55.704610,"Рождественская улица, дом 19, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.915732, 55.70461]}",0
1719,27.04.2020,1035640604,Юго-Восточный административный округ,район Некрасовка,37.915732,55.704610,"Рождественская улица, дом 19, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.915732, 55.70461]}",0
1720,26.05.2020,1042936253,Восточный административный округ,район Восточное Измайлово,37.818732,55.793799,"Первомайская улица, дом 117",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.818732, 55.793799]}",0
1721,26.05.2020,1042936254,Восточный административный округ,район Измайлово,37.786779,55.802249,"Сиреневый бульвар, дом 16, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.786779, 55.802249]}",0
1722,07.05.2020,1042936256,Юго-Восточный административный округ,район Некрасовка,37.915382,55.701815,"Рождественская улица, дом 10",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.915382, 55.701815]}",0
1723,11.05.2020,1042936258,Юго-Восточный административный округ,район Некрасовка,37.915732,55.704610,"Рождественская улица, дом 19, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.915732, 55.70461]}",0
1724,25.05.2020,1042936260,Юго-Восточный административный округ,район Некрасовка,37.915732,55.704610,"Рождественская улица, дом 19, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.915732, 55.70461]}",0
1725,26.05.2020,1042936262,Юго-Восточный административный округ,район Некрасовка,37.944029,55.697853,"улица Вертолётчиков, дом 2, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.944029, 55.697853]}",0
1726,29.05.2020,1042936264,Юго-Восточный административный округ,Рязанский район,37.745007,55.717705,"Волжский бульвар, дом 5, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.745007, 55.717705]}",0
1727,11.05.2020,1042936265,Северный административный округ,район Западное Дегунино,37.510134,55.879748,"Базовская улица, дом 15, корпус 6",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.510134, 55.879748]}",0
1728,04.05.2020,1042936267,Новомосковский административный округ,поселение Сосенское,37.453217,55.595293,"деревня Николо-Хованское, дом 101",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.453217, 55.595293]}",0
1729,13.05.2020,1042936268,Северо-Западный административный округ,район Митино,37.365900,55.841372,"Митинская улица, дом 17, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.3659, 55.841372]}",0
1730,14.05.2020,1042936272,Северо-Западный административный округ,район Митино,37.344143,55.855886,"Барышиха улица, дом 44",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.344143, 55.855886]}",0
1731,16.05.2020,1042936274,Северный административный округ,район Западное Дегунино,37.505292,55.876157,"Базовская улица, дом 15, корпус 15",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.505292, 55.876157]}",0
1732,11.05.2020,1042936275,Новомосковский административный округ,поселение Сосенское,37.453217,55.595293,"деревня Николо-Хованское, дом 101",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.453217, 55.595293]}",0
1733,18.05.2020,1042936278,Новомосковский административный округ,поселение Сосенское,37.453217,55.595293,"деревня Николо-Хованское, дом 101",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.453217, 55.595293]}",0
1734,25.05.2020,1042936281,Новомосковский административный округ,поселение Сосенское,37.453217,55.595293,"деревня Николо-Хованское, дом 101",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.453217, 55.595293]}",0
1735,13.05.2020,1042936284,Западный административный округ,район Раменки,37.500818,55.716970,"Минская улица, дом 1Б",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.500818, 55.71697]}",0
1736,01.06.2020,1045811676,Новомосковский административный округ,поселение Сосенское,37.453217,55.595293,"деревня Николо-Хованское, дом 101",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.453217, 55.595293]}",0
1737,08.06.2020,1045811677,Новомосковский административный округ,поселение Сосенское,37.453217,55.595293,"деревня Николо-Хованское, дом 101",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.453217, 55.595293]}",0
1738,15.06.2020,1045811678,Новомосковский административный округ,поселение Сосенское,37.453217,55.595293,"деревня Николо-Хованское, дом 101",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.453217, 55.595293]}",0
1739,05.06.2020,1045811679,Западный административный округ,район Очаково-Матвеевское,37.455579,55.693546,"Очаковское шоссе, дом 11, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.455579, 55.693546]}",0
1740,18.06.2020,1045811680,Восточный административный округ,район Косино-Ухтомский,37.871697,55.704443,"улица Камова, дом 11",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.871697, 55.704443]}",0
1741,11.06.2020,1045811681,Западный административный округ,район Раменки,37.500486,55.703053,"улица Столетова, дом 13",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.500486, 55.703053]}",0
1742,15.06.2020,1045811682,Западный административный округ,Можайский район,37.415164,55.715317,"Дорогобужская улица, дом 11",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.415164, 55.715317]}",0
1743,16.06.2020,1045811684,Западный административный округ,район Раменки,37.515093,55.702307,"Ломоносовский проспект, дом 29, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.515093, 55.702307]}",0
1744,16.06.2020,1045811685,Западный административный округ,район Внуково,37.254330,55.610834,"Изваринская улица, дом 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.25433, 55.610834]}",0
1745,17.06.2020,1045811686,Западный административный округ,район Солнцево,37.382070,55.649947,"Производственная улица, дом 1, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.38207, 55.649947]}",0
1746,18.06.2020,1045811687,Восточный административный округ,район Новокосино,37.877760,55.742255,"Салтыковская улица, дом 39",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.87776, 55.742255]}",0
1747,06.06.2020,1045811688,Южный административный округ,район Бирюлёво Западное,37.641971,55.585652,"Востряковский проезд, дом 3, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.641971, 55.585652]}",0
1748,17.06.2020,1045811689,Южный административный округ,район Нагатинский Затон,37.688054,55.674225,"Затонная улица, дом 22",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.688054, 55.674225]}",0
1749,06.06.2020,1045811690,Южный административный округ,район Царицыно,37.645672,55.617129,"Бехтерева улица, дом 43, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.645672, 55.617129]}",0
1750,25.06.2020,1045811691,Юго-Западный административный округ,район Тёплый Стан,37.494548,55.619416,"Тёплый Стан улица, дом 9, корпус 5",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.494548, 55.619416]}",0
1751,25.06.2020,1045811692,Юго-Западный административный округ,район Ясенево,37.552894,55.605032,"Новоясеневский проспект, дом 21, корпус 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.552894, 55.605032]}",0
1752,26.06.2020,1045811693,Южный административный округ,район Чертаново Северное,37.600388,55.637393,"Северное Чертаново микрорайон, дом 1А",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.600388, 55.637393]}",0
1753,26.06.2020,1045811694,Южный административный округ,район Чертаново Центральное,37.603711,55.613255,"Кировоградская улица, дом 24, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.603711, 55.613255]}",0
1754,18.06.2020,1045811695,Северо-Восточный административный округ,Бутырский район,37.595348,55.817355,"Огородный проезд, дом 23",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.595348, 55.817355]}",0
1755,19.06.2020,1045811697,Северо-Восточный административный округ,район Южное Медведково,37.626493,55.878783,"улица Молодцова, дом 27, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.626493, 55.878783]}",0
1756,04.07.2020,1047763409,Южный административный округ,район Орехово-Борисово Южное,37.721705,55.604890,"Генерала Белова улица, дом 28, корпус 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.721705, 55.60489]}",0
1757,22.06.2020,1045811700,Новомосковский административный округ,поселение Сосенское,37.453217,55.595293,"деревня Николо-Хованское, дом 101",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.453217, 55.595293]}",0
1758,04.07.2020,1047763411,Южный административный округ,район Орехово-Борисово Южное,37.718148,55.598177,"Ясеневая улица, дом 6",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.718148, 55.598177]}",0
1759,05.07.2020,1047763412,Южный административный округ,район Зябликово,37.757826,55.616661,"Ореховый бульвар, дом 61, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.757826, 55.616661]}",0
1760,05.07.2020,1047763413,Южный административный округ,район Бирюлёво Восточное,37.671328,55.586456,"Лебедянская улица, дом 12, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.671328, 55.586456]}",0
1761,23.06.2020,1045811701,Западный административный округ,Можайский район,37.354024,55.685555,"Большой бульвар, дом 64, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.354024, 55.685555]}",0
1762,05.07.2020,1047763415,Южный административный округ,район Братеево,37.770573,55.640589,"Алма-Атинская улица, дом 5",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.770573, 55.640589]}",0
1763,29.06.2020,1045811702,Новомосковский административный округ,поселение Сосенское,37.453217,55.595293,"деревня Николо-Хованское, дом 101",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.453217, 55.595293]}",0
1764,29.06.2020,1045811703,Троицкий административный округ,поселение Первомайское,37.226563,55.515869,"поселок Птичное, улица Центральная, дом 8",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.226563, 55.515869]}",0
1765,08.06.2020,1045811705,Юго-Восточный административный округ,район Некрасовка,37.915732,55.704610,"Рождественская улица, дом 19, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.915732, 55.70461]}",0
1766,09.06.2020,1045811706,Юго-Восточный административный округ,район Некрасовка,37.925614,55.697970,"улица Льва Яшина, дом 9",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.925614, 55.69797]}",0
1767,22.06.2020,1045811708,Юго-Восточный административный округ,район Некрасовка,37.915732,55.704610,"Рождественская улица, дом 19, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.915732, 55.70461]}",0
1768,23.06.2020,1045811711,Юго-Восточный административный округ,район Печатники,37.721885,55.694002,"улица Гурьянова, дом 2, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.721885, 55.694002]}",0
1769,23.06.2020,1045811712,Юго-Восточный административный округ,район Текстильщики,37.729871,55.718831,"Грайвороновская улица, дом 8А",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.729871, 55.718831]}",0
1770,24.06.2020,1045811713,Юго-Восточный административный округ,Рязанский район,37.744756,55.719095,"Волжский бульвар, дом 3, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.744756, 55.719095]}",0
1771,11.06.2020,1045811714,Северо-Западный административный округ,район Куркино,37.388313,55.901697,"Соколово-Мещерская улица, дом 26, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.388313, 55.901697]}",0
1772,11.06.2020,1045811716,Северо-Западный административный округ,район Митино,37.344143,55.855886,"Барышиха улица, дом 44",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.344143, 55.855886]}",0
1773,17.06.2020,1045811717,Северо-Западный административный округ,район Южное Тушино,37.438206,55.843763,"Фабрициуса улица, дом 30",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.438206, 55.843763]}",0
1774,17.06.2020,1045811718,Северо-Западный административный округ,район Щукино,37.467082,55.802387,"Маршала Новикова улица, дом 7",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.467082, 55.802387]}",0
1775,30.06.2020,1045811719,Северо-Западный административный округ,район Митино,37.340676,55.845203,"Барышиха улица, дом 25, корпус 5",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.340676, 55.845203]}",0
1776,30.06.2020,1045811720,Северо-Западный административный округ,район Северное Тушино,37.423123,55.862590,"Вилиса Лациса улица, дом 21, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.423123, 55.86259]}",0
1777,10.06.2020,1045811721,Северный административный округ,район Западное Дегунино,37.492733,55.885110,"Бусиновская Горка улица, дом 13",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.492733, 55.88511]}",0
1778,17.06.2020,1045811722,Северный административный округ,район Коптево,37.531002,55.836069,"Матроса Железняка бульвар, дом 30, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.531002, 55.836069]}",0
1779,17.06.2020,1045811723,Северный административный округ,район Ховрино,37.497189,55.872329,"Зеленоградская улица, дом 21",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.497189, 55.872329]}",0
1780,17.06.2020,1045811724,Северный административный округ,район Западное Дегунино,37.495931,55.879283,"Маршала Федоренко улица, дом 2, корпус 3",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.495931, 55.879283]}",0
1781,29.06.2020,1045811725,Северный административный округ,Молжаниновский район,37.346066,55.949511,"Синявинская улица, дом 11, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.346066, 55.949511]}",0
1782,30.06.2020,1045811726,Северный административный округ,Головинский район,37.517644,55.859625,"Солнечногорская улица, дом 11",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.517644, 55.859625]}",0
1783,12.07.2020,1047763417,Юго-Западный административный округ,район Северное Бутово,37.583724,55.560163,"улица Грина, дом 1, корпус 4",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.583724, 55.560163]}",0
1784,15.07.2020,1047763418,Восточный административный округ,район Сокольники,37.692950,55.783549,"Гастелло улица, дом 39",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.69295, 55.783549]}",0
1785,09.07.2020,1047763419,Северо-Восточный административный округ,Бабушкинский район,37.669234,55.863181,"Печорская улица, дом 5",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.669234, 55.863181]}",0
1786,17.07.2020,1047763420,Зеленоградский административный округ,район Силино,37.183650,55.995921,"Зеленоград, корпус 1118",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.18365, 55.995921]}",0
1787,17.07.2020,1047763421,Зеленоградский административный округ,район Крюково,37.202883,55.968136,"Малинская улица, дом 15",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.202883, 55.968136]}",0
1788,20.07.2020,1047763422,Северо-Восточный административный округ,Бабушкинский район,37.661230,55.860822,"Енисейская улица, дом 10",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.66123, 55.860822]}",0
1789,21.07.2020,1047763424,Северо-Восточный административный округ,район Свиблово,37.645555,55.860605,"Ивовая улица, дом 9",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.645555, 55.860605]}",0
1790,21.07.2020,1047763425,Северо-Восточный административный округ,Ярославский район,37.698708,55.857180,"улица Вешних Вод, дом 2, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.698708, 55.85718]}",0
1791,15.07.2020,1047763427,Восточный административный округ,район Преображенское,37.702849,55.801657,"Потешная улица, дом 16",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.702849, 55.801657]}",0
1792,15.07.2020,1047763428,Восточный административный округ,район Соколиная Гора,37.734578,55.781626,"Щербаковская улица, дом 40",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.734578, 55.781626]}",0
1793,15.07.2020,1047763429,Восточный административный округ,район Богородское,37.731066,55.810147,"Открытое шоссе, дом 6, корпус 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.731066, 55.810147]}",0
1794,12.07.2020,1047763430,Юго-Западный административный округ,район Южное Бутово,37.578684,55.536120,"2-я Мелитопольская улица, дом 17",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.578684, 55.53612]}",0
1795,11.07.2020,1047763432,Юго-Восточный административный округ,район Печатники,37.695618,55.653263,"1-я Курьяновская улица, дом 34, строение 2",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.695618, 55.653263]}",0
1796,22.07.2020,1047763433,Южный административный округ,район Царицыно,37.650981,55.637535,"Кантемировская улица, дом 53, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.650981, 55.637535]}",0
1797,22.07.2020,1047763434,Южный административный округ,район Чертаново Южное,37.618534,55.596518,"Дорожная улица, дом 28, корпус 1",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.618534, 55.596518]}",0
1798,06.07.2020,1047763435,Новомосковский административный округ,поселение Сосенское,37.453217,55.595293,"деревня Николо-Хованское, дом 101",Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов,"{type=Point, coordinates=[37.453217, 55.595293]}",0
