"ID";"Date";"global_id";"AdmArea";"District";"Longitude_WGS84";"Latitude_WGS84";"Location";"Results";"geoData";
"2475";"12.10.2018";"904345912";"Северный административный округ";"район Восточное Дегунино";"37.551187";"55.881242";"Улица 800-летия Москвы, дом 5, корпус 3";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.551187, 55.881242]}";
"2476";"11.10.2018";"904345913";"Северо-Западный административный округ";"район Покровское-Стрешнево";"37.448384";"55.834714";"улица Малая Набережная, дом 17/22";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.448384, 55.834714]}";
"2477";"10.10.2018";"904345914";"Северо-Восточный административный округ";"Алексеевский район";"37.647414";"55.815155";"Кибальчича улица, дом 4/6";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.647414, 55.815155]}";
"2478";"13.10.2018";"904345916";"Юго-Восточный административный округ";"район Марьино";"37.719145";"55.647813";"Новочеркасский бульвар, дом 3";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.719145, 55.647813]}";
"2480";"15.10.2018";"904345917";"Северо-Западный административный округ";"район Митино";"37.353001";"55.836221";"улица Генерала Белобородова, дом 12";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.353001, 55.836221]}";
"2481";"16.10.2018";"904345918";"Северо-Западный административный округ";"район Южное Тушино";"37.431720";"55.840998";"Цветочный проезд, дом 15";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.43172, 55.840998]}";
"2482";"16.10.2018";"904345919";"Северо-Западный административный округ";"район Южное Тушино";"37.441583";"55.838238";"Новопоселковая улица, дом 3";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.441583, 55.838238]}";
"2483";"12.10.2018";"904345920";"Восточный административный округ";"район Гольяново";"37.787219";"55.821907";"Черницынский проезд, дом 10, корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.787219, 55.821907]}";
"2484";"12.10.2018";"904345921";"Восточный административный округ";"район Соколиная Гора";"37.724966";"55.774279";"проспект Буденного, дом 17";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.724966, 55.774279]}";
"2485";"13.10.2018";"904345922";"Юго-Западный административный округ";"район Зюзино";"37.595312";"55.644669";"Азовская улица, дом 39, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.595312, 55.644669]}";
"2486";"13.10.2018";"904345924";"Юго-Западный административный округ";"район Зюзино";"37.578612";"55.650434";"Керченская улица, дом 24";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.578612, 55.650434]}";
"2487";"13.10.2018";"904345925";"Юго-Западный административный округ";"Академический район";"37.579124";"55.697960";"проспект 60-летия Октября, дом 11";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.579124, 55.69796]}";
"2488";"13.10.2018";"904345926";"Юго-Западный административный округ";"район Южное Бутово";"37.584640";"55.548732";"Варшавское шоссе, дом 194, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.58464, 55.548732]}";
"2489";"13.10.2018";"904345927";"Юго-Западный административный округ";"район Южное Бутово";"37.575693";"55.537791";"2-я Мелитопольская улица, дом 7, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.575693, 55.537791]}";
"2490";"14.10.2018";"904345928";"Юго-Западный административный округ";"район Южное Бутово";"37.587110";"55.506943";"Типографская улица, дом 24";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.58711, 55.506943]}";
"2491";"16.10.2018";"904345929";"Южный административный округ";"район Чертаново Южное";"37.610619";"55.580457";"Дорожная улица, дом 56";"По отдельным веществам в атмосферном воздухе выявлены повышенные максимальные разовые концентрации загрязняющих веществ.";"{type=Point, coordinates=[37.610619, 55.580457]}";
"2492";"17.10.2018";"904345931";"Южный административный округ";"район Бирюлёво Западное";"37.653307";"55.590251";"Булатниковский проезд, дом 10, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.653307, 55.590251]}";
"2493";"17.10.2018";"904345932";"Южный административный округ";"район Бирюлёво Восточное";"37.658338";"55.606512";"6-я радиальная улица, дом 5, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.658338, 55.606512]}";
"2494";"17.10.2018";"904345933";"Южный административный округ";"район Чертаново Южное";"37.623358";"55.606187";"Дорожная улица, дом 16, корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.623358, 55.606187]}";
"2495";"16.10.2018";"904345934";"Южный административный округ";"Даниловский район";"37.644558";"55.717416";"1-й Павелецкий проезд, дом 1/42, корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.644558, 55.717416]}";
"2496";"22.09.2018";"904345401";"Северо-Восточный административный округ";"район Отрадное";"37.587569";"55.873440";"Алтуфьевское шоссе, дом 42";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.587569, 55.87344]}";
"2497";"26.09.2018";"904345403";"Северо-Восточный административный округ";"район Северный";"37.541979";"55.927730";"Дмитровское шоссе, дом 165 Е, корпус 10";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.541979, 55.92773]}";
"2498";"29.09.2018";"904345405";"Северный административный округ";"Бескудниковский район";"37.562766";"55.856043";"Дмитровское шоссе, дом 64, корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.562766, 55.856043]}";
"2499";"29.09.2018";"904345407";"Северо-Восточный административный округ";"Останкинский район";"37.632152";"55.808098";"улица Годовикова, дом 14";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.632152, 55.808098]}";
"2500";"01.10.2018";"904345935";"Южный административный округ";"район Нагатинский Затон";"37.690507";"55.674484";"Коломенская улица, дом 26, корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.690507, 55.674484]}";
"2502";"15.10.2018";"904345936";"Юго-Восточный административный округ";"район Некрасовка";"37.915094";"55.705884";"Рождественская улица, дом 21, корпус 4";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.915094, 55.705884]}";
"2503";"19.10.2018";"904345938";"Восточный административный округ";"район Гольяново";"37.787219";"55.821907";"Черницынский проезд, дом 10, корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.787219, 55.821907]}";
"2504";"18.10.2018";"904345939";"Юго-Восточный административный округ";"район Некрасовка";"37.924194";"55.707253";"Рождественская улица, дом 27, корпус 1";"По отдельным веществам в атмосферном воздухе выявлены повышенные максимальные разовые концентрации загрязняющих веществ.";"{type=Point, coordinates=[37.924194, 55.707253]}";
"2505";"19.10.2018";"904345940";"Юго-Восточный административный округ";"район Некрасовка";"37.928542";"55.682788";"1-я Вольская улица, дом 24, корпус 1";"По отдельным веществам в атмосферном воздухе выявлены повышенные максимальные разовые концентрации загрязняющих веществ.";"{type=Point, coordinates=[37.928542, 55.682788]}";
"2506";"23.10.2018";"904345942";"Восточный административный округ";"район Новогиреево";"37.799275";"55.742549";"улица Перовская, дом 66, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.799275, 55.742549]}";
"2507";"23.10.2018";"904345943";"Восточный административный округ";"район Новокосино";"37.853021";"55.737755";"Новокосинская улица, дом 15, корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.853021, 55.737755]}";
"2508";"23.10.2018";"904345944";"Восточный административный округ";"район Косино-Ухтомский";"37.887489";"55.714359";"Святоозерская улица, дом 3";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.887489, 55.714359]}";
"2510";"23.10.2018";"904345945";"Юго-Восточный административный округ";"Рязанский район";"37.771957";"55.727841";"Шатурская улица, дом 39";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.771957, 55.727841]}";
"2511";"24.10.2018";"904345947";"Юго-Восточный административный округ";"район Выхино-Жулебино";"37.816486";"55.702358";"Ташкентская улица, дом 17, корпус 3";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.816486, 55.702358]}";
"2512";"10.09.2018";"904345408";"Зеленоградский административный округ";"район Матушкино";"37.210106";"55.998227";"город Зеленоград, корпус 406";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.210106, 55.998227]}";
"2513";"20.09.2018";"904345410";"Новомосковский административный округ";"поселение Рязановское";"37.544755";"55.466295";"посёлок Знамя Октября, микрорайон «Родники», дом 10";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.544755, 55.466295]}";
"2514";"20.09.2018";"904345411";"Центральный административный округ";"Тверской район";"37.595168";"55.769408";"Триумфальная площадь";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.595168, 55.769408]}";
"2515";"22.09.2018";"904345413";"Центральный административный округ";"Тверской район";"37.622417";"55.756830";"Богоявленский переулок";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.622417, 55.75683]}";
"2516";"21.09.2018";"904345415";"Центральный административный округ";"Тверской район";"37.621026";"55.769713";"Цветной бульвар";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.621026, 55.769713]}";
"2517";"24.09.2018";"904345417";"Центральный административный округ";"район Якиманка";"37.608755";"55.741610";"Берсеневская набережная";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.608755, 55.74161]}";
"2518";"26.09.2018";"904345418";"Центральный административный округ";"Тверской район";"37.606706";"55.763939";"Тверская улица";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.606706, 55.763939]}";
"2519";"29.09.2018";"904345420";"Центральный административный округ";"Таганский район";"37.641407";"55.746917";"Котельническая набережная";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.641407, 55.746917]}";
"2520";"22.10.2018";"904345948";"Восточный административный округ";"район Преображенское";"37.710207";"55.785564";"улица Малая Семеновская, дом 9, строение 4";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.710207, 55.785564]}";
"2521";"30.09.2018";"904345421";"Центральный административный округ";"район Хамовники";"37.577705";"55.743031";"улица Плющиха";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.577705, 55.743031]}";
"2522";"28.09.2018";"904345424";"Новомосковский административный округ";"поселение Внуковское";"37.304878";"55.620662";"улица Авиаконструктора Петлякова, дом 13";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.304878, 55.620662]}";
"2523";"28.09.2018";"904345425";"Западный административный округ";"район Внуково";"37.262118";"55.614160";"Базовая улица, дом 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.262118, 55.61416]}";
"2524";"28.09.2018";"904345427";"Западный административный округ";"район Солнцево";"37.401923";"55.643978";"улица Авиаторов, дом 20";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.401923, 55.643978]}";
"2525";"28.09.2018";"904345428";"Западный административный округ";"район Солнцево";"37.420230";"55.670671";"3-й Дачно-Мещёрский проезд, дом 22";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.42023, 55.670671]}";
"2526";"29.09.2018";"904345430";"Троицкий административный округ";"поселение Краснопахорское";"37.241072";"55.390551";"деревня Чириково, дом 33";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.241072, 55.390551]}";
"2527";"20.10.2018";"904345949";"Юго-Восточный административный округ";"район Лефортово";"37.688539";"55.757399";"Танковый проезд, дом 3";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.688539, 55.757399]}";
"2528";"21.10.2018";"904345950";"Южный административный округ";"район Бирюлёво Восточное";"37.660611";"55.598848";"Бирюлёвская улица, дом 12, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.660611, 55.598848]}";
"2530";"29.10.2018";"904345951";"Юго-Западный административный округ";"Академический район";"37.582682";"55.691618";"улица Гримау, дом 3, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.582682, 55.691618]}";
"2531";"24.10.2018";"904345952";"Юго-Восточный административный округ";"район Люблино";"37.763504";"55.670392";"Белореченская улица, дом 12";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.763504, 55.670392]}";
"2533";"25.10.2018";"904345954";"Юго-Восточный административный округ";"район Марьино";"37.765525";"55.654635";"Братиславская улица, дом 27, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.765525, 55.654635]}";
"2534";"29.10.2018";"904345955";"Юго-Восточный административный округ";"район Некрасовка";"37.915094";"55.705884";"Рождественская улица, дом 21, корпус 4";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.915094, 55.705884]}";
"2535";"25.09.2018";"904345431";"Восточный административный округ";"район Ивановское";"37.834758";"55.781104";"Челябинская улица, дом 27. корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.834758, 55.781104]}";
"2536";"25.09.2018";"904345434";"Восточный административный округ";"район Северное Измайлово";"37.785647";"55.804734";"5-я Парковая улица, дом 47, корпус 3";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.785647, 55.804734]}";
"2537";"30.10.2018";"904345956";"Северо-Восточный административный округ";"Останкинский район";"37.629601";"55.823970";"1-я Останкинская улица, дом 41/9";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.629601, 55.82397]}";
"2538";"30.10.2018";"904345957";"Юго-Восточный административный округ";"Южнопортовый район";"37.677238";"55.725245";"улица Мельникова, дом 3, корпус 6";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.677238, 55.725245]}";
"2539";"30.10.2018";"904345958";"Юго-Восточный административный округ";"район Кузьминки";"37.779395";"55.699111";"улица Юных Ленинцев, дом 97, корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.779395, 55.699111]}";
"2540";"02.11.2018";"904346260";"Центральный административный округ";"Мещанский район";"37.640093";"55.790651";"2-й Крестовский переулок, дом 12";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.640093, 55.790651]}";
"2541";"04.11.2018";"904346262";"Юго-Западный административный округ";"район Южное Бутово";"37.535781";"55.539171";"Южнобутовская улица, дом 44";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.535781, 55.539171]}";
"2542";"04.11.2018";"904346263";"Восточный административный округ";"район Новогиреево";"37.799275";"55.742549";"Перовская улица, дом 66, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.799275, 55.742549]}";
"2544";"06.11.2018";"904346264";"Юго-Восточный административный округ";"район Лефортово";"37.714815";"55.770000";"улица Боровая, дом 12";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.714815, 55.77]}";
"2545";"06.11.2018";"904346265";"Восточный административный округ";"район Новогиреево";"37.800910";"55.742965";"Перовская улица, дом 66, корпус 2";"По отдельным веществам в атмосферном воздухе выявлены повышенные максимальные разовые концентрации загрязняющих веществ.";"{type=Point, coordinates=[37.80091, 55.742965]}";
"2547";"08.11.2018";"904346266";"Северо-Западный административный округ";"район Южное Тушино";"37.431720";"55.840998";"Цветочный проезд, дом 15";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.43172, 55.840998]}";
"2548";"08.11.2018";"904346268";"Северо-Западный административный округ";"район Южное Тушино";"37.442491";"55.841640";"Новопоселковая улица, дом 13";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.442491, 55.84164]}";
"2549";"08.11.2018";"904346269";"Центральный административный округ";"Красносельский район";"37.659084";"55.783980";"Верхняя Красносельская улица, дом 8, корпус 2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.659084, 55.78398]}";
"2550";"07.11.2018";"904346270";"Центральный административный округ";"Пресненский район";"37.574004";"55.759137";"Заморенова улица, дом 5, строение 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.574004, 55.759137]}";
"2551";"07.11.2018";"904346271";"Центральный административный округ";"Мещанский район";"37.628217";"55.775074";"Щепкина улица, дом 5, строение 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.628217, 55.775074]}";
"2552";"09.11.2018";"904346272";"Южный административный округ";"район Царицыно";"37.649256";"55.633440";"Бехтерева улица, дом 13, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.649256, 55.63344]}";
"2553";"08.11.2018";"904346273";"Южный административный округ";"район Бирюлёво Восточное";"37.658338";"55.606512";"6-я Радиальная улица, дом 5, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.658338, 55.606512]}";
"2554";"09.11.2018";"904346275";"Южный административный округ";"район Царицыно";"37.665884";"55.623722";"Луганская улица, дом 8";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.665884, 55.623722]}";
"2555";"10.11.2018";"904346276";"Центральный административный округ";"Мещанский район";"37.640093";"55.790651";"2-й Крестовский переулок, дом 12";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.640093, 55.790651]}";
"2556";"10.11.2018";"904346277";"Центральный административный округ";"Басманный район";"37.709722";"55.774927";"Госпитальный Вал улица, дом 5, строение 7";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.709722, 55.774927]}";
"2557";"11.11.2018";"904346278";"Центральный административный округ";"Басманный район";"37.686267";"55.779570";"Центросоюзный переулок, дом 8/9";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.686267, 55.77957]}";
"2558";"11.11.2018";"904346279";"Центральный административный округ";"Тверской район";"37.597522";"55.765407";"Трехпрудный переулок, дом 10/2";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.597522, 55.765407]}";
"2559";"10.11.2018";"904346281";"Троицкий административный округ";"поселение Кленовское";"37.356501";"55.320219";"село Клёново, Центральная улица, дом 24Б";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.356501, 55.320219]}";
"2560";"10.11.2018";"904346282";"Троицкий административный округ";"поселение Щаповское";"37.355735";"55.379479";"СТ «Сосенки», дом 11";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.355735, 55.379479]}";
"2561";"10.11.2018";"904346283";"Новомосковский административный округ";"поселение Сосенское";"37.497369";"55.540954";"посёлок Коммунарка, улица Александры Монаховой, дом 109, корпус 1";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.497369, 55.540954]}";
"2562";"10.11.2018";"904346284";"Юго-Западный административный округ";"район Ясенево";"37.538817";"55.608973";"Ясногорская улица, дом 7";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.538817, 55.608973]}";
"2563";"09.11.2018";"904346285";"Западный административный округ";"район Тропарёво-Никулино";"37.466961";"55.663593";"улица Покрышкина, дом 9";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.466961, 55.663593]}";
"2564";"11.11.2018";"904346286";"Южный административный округ";"район Нагатинский Затон";"37.692142";"55.677113";"Коломенская улица, дом 23";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.692142, 55.677113]}";
"2565";"12.11.2018";"904346287";"Южный административный округ";"район Нагатинский Затон";"37.665488";"55.679169";"Андропова проспект, дом 21";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.665488, 55.679169]}";
"2566";"12.11.2018";"904346288";"Южный административный округ";"район Нагатинский Затон";"37.676933";"55.686579";"Нагатинская набережная, дом 46";"Содержание загрязняющих веществ в атмосферном воздухе на жилой территории не превысило предельно допустимых максимальных разовых нормативов.";"{type=Point, coordinates=[37.676933, 55.686579]}";
